UF;COD. UF;COD. MUNIC;NOME DO MUNICÍPIO;POPULAÇÃO ESTIMADA
CE;23;06108;Irauçuba;23.858
CE;23;06207;Itaiçaba;7.738
CE;23;06256;Itaitinga;39.310
CE;23;06306;Itapajé;51.945
CE;23;06405;Itapipoca;127.465
CE;23;06504;Itapiúna;20.014
CE;23;06553;Itarema;41.230
CE;23;06603;Itatira;20.675
CE;23;06702;Jaguaretama;17.958
CE;23;06801;Jaguaribara;11.295
CE;23;06900;Jaguaribe;34.448
CE;23;07007;Jaguaruana;33.740
CE;23;07106;Jardim;27.076
CE;23;07205;Jati;7.847
CE;23;07254;Jijoca de Jericoacoara;19.510
CE;23;07304;Juazeiro do Norte;270.383
CE;23;07403;Jucás;24.597
CE;23;07502;Lavras da Mangabeira;31.335
CE;23;07601;Limoeiro do Norte;58.915
CE;23;07635;Madalena;19.800
CE;23;07650;Maracanaú;224.804
CE;23;07700;Maranguape;126.486
CE;23;07809;Marco;26.981
CE;23;07908;Martinópole;11.082
CE;23;08005;Massapê;38.210
CE;23;08104;Mauriti;46.548
CE;23;08203;Meruoca;14.948
CE;23;08302;Milagres;28.231
CE;23;08351;Milhã;13.136
CE;23;08377;Miraíma;13.583
CE;23;08401;Missão Velha;35.409
CE;23;08500;Mombaça;43.735
CE;23;08609;Monsenhor Tabosa;17.038
CE;23;08708;Morada Nova;61.548
CE;23;08807;Moraújo;8.636
CE;23;08906;Morrinhos;22.222
CE;23;09003;Mucambo;14.377
CE;23;09102;Mulungu;12.831
CE;23;09201;Nova Olinda;15.433
CE;23;09300;Nova Russas;32.035
CE;23;09409;Novo Oriente;28.353
CE;23;09458;Ocara;25.394
CE;23;09508;Orós;21.292
CE;23;09607;Pacajus;70.911
CE;23;09706;Pacatuba;82.824
CE;23;09805;Pacoti;11.960
CE;23;09904;Pacujá;6.202
CE;23;10001;Palhano;9.285
CE;23;10100;Palmácia;13.145
CE;23;10209;Paracuru;33.894
CE;23;10258;Paraipaba;32.515
CE;23;10308;Parambu;31.137
CE;23;10407;Paramoti;11.578
CE;23;10506;Pedra Branca;42.841
CE;23;10605;Penaforte;8.956
CE;23;10704;Pentecoste;37.077
CE;23;10803;Pereiro;16.163
CE;23;10852;Pindoretama;20.644
CE;23;10902;Piquet Carneiro;16.731
CE;23;10951;Pires Ferreira;10.784
CE;23;11009;Poranga;12.243
CE;23;11108;Porteiras;14.921
CE;23;11207;Potengi;10.918
CE;23;11231;Potiretama;6.356
CE;23;11264;Quiterianópolis;20.860
CE;23;11306;Quixadá;86.605
CE;23;11355;Quixelô;14.860
CE;23;11405;Quixeramobim;78.658
CE;23;11504;Quixeré;21.876
CE;23;11603;Redenção;27.441
CE;23;11702;Reriutaba;18.769
CE;23;11801;Russas;76.475
CE;23;11900;Saboeiro;15.678
CE;23;11959;Salitre;16.331
CE;23;12007;Santana do Acaraú;32.023
CE;23;12106;Santana do Cariri;17.489
CE;23;12205;Santa Quitéria;43.360
CE;23;12304;São Benedito;46.648
CE;23;12403;São Gonçalo do Amarante;48.265
CE;23;12502;São João do Jaguaribe;7.621
CE;23;12601;São Luís do Curu;12.849
CE;23;12700;Senador Pompeu;26.447
CE;23;12809;Senador Sá;7.513
CE;23;12908;Sobral;205.529
CE;23;13005;Solonópole;18.158
CE;23;13104;Tabuleiro do Norte;30.489
CE;23;13203;Tamboril;25.525
CE;23;13252;Tarrafas;8.852
CE;23;13302;Tauá;58.119
CE;23;13351;Tejuçuoca;18.902
CE;23;13401;Tianguá;74.719
CE;23;13500;Trairi;55.207
CE;23;13559;Tururu;15.935
CE;23;13609;Ubajara;34.332
CE;23;13708;Umari;7.671
CE;23;13757;Umirim;19.679
CE;23;13807;Uruburetama;21.609
CE;23;13906;Uruoca;13.677
CE;23;13955;Varjota;18.239
CE;23;14003;Várzea Alegre;40.440
CE;23;14102;Viçosa do Ceará;60.030
